Data da Venda,Código Produto,Nome Produto,Categoria do Produto,Quantidade Vendido,Valor Unitário,Valor Total da Venda,Cidade da Loja,País da Loja,Vendedor
2023-07-30,11,Teclado,Periféricos,1,4258.0,4258.0,Barcelona,Espanha,Carlos
2023-08-18,10,Mouse,Periféricos,1,4677.92,4677.92,São Paulo,Brasil,João
2023-02-17,40,Nobreak,Periféricos,5,2423.43,12117.15,Los Angeles,Estados Unidos,John
2024-02-05,92,HD Sata,Armazenamento,4,3250.86,13003.44,Lisboa,Portugal,Miguel
2023-08-07,20,Monitor,Monitores,8,966.36,7730.88,São Paulo,Brasil,João
2023-03-23,11,Teclado,Periféricos,6,320.45,1922.7,Chicago,Estados Unidos,Bob
2023-05-16,11,Teclado,Periféricos,9,1222.09,10998.81,Barcelona,Espanha,María
2023-03-08,60,Cadeira,Móveis,10,3825.83,38258.3,Madrid,Espanha,Carlos
2023-12-22,23,Cabo HDMI,Periféricos,4,3037.02,12148.08,Rio de Janeiro,Brasil,João
2023-07-02,40,Nobreak,Periféricos,4,4592.65,18370.6,New York,Estados Unidos,John
2024-02-08,35,Computador,Computadores,10,1666.2,16662.0,Los Angeles,Estados Unidos,Bob
2023-04-21,35,Computador,Computadores,9,3526.82,31741.38,Belo Horizonte,Brasil,João
2024-01-28,11,Teclado,Periféricos,3,4699.63,14098.89,Rio de Janeiro,Brasil,Ana
2023-05-24,50,Mesa,Móveis,4,788.8,3155.2,Barcelona,Espanha,María
2023-05-01,11,Teclado,Periféricos,2,3611.87,7223.74,Porto,Portugal,André
2023-11-14,23,Cabo HDMI,Periféricos,4,100.24,400.96,New York,Estados Unidos,Alice
2023-04-06,20,Monitor,Monitores,7,2743.88,19207.16,Lisboa,Portugal,André
2023-04-23,92,HD Sata,Armazenamento,1,1900.65,1900.65,Chicago,Estados Unidos,Bob
2023-08-06,11,Teclado,Periféricos,10,402.71,4027.1,Belo Horizonte,Brasil,Carlos
2023-04-12,50,Mesa,Móveis,3,484.98,1454.94,Porto,Portugal,André
2023-11-23,20,Monitor,Monitores,6,3143.85,18863.1,Belo Horizonte,Brasil,Carlos
2023-10-26,60,Cadeira,Móveis,7,4943.69,34605.83,Coimbra,Portugal,Miguel
2023-05-05,92,HD Sata,Armazenamento,4,2389.05,9556.2,Chicago,Estados Unidos,Bob
2023-11-02,30,Notebook,Computadores,10,1871.1,18711.0,New York,Estados Unidos,Bob
2023-12-07,60,Cadeira,Móveis,1,4648.15,4648.15,Belo Horizonte,Brasil,Ana
2024-01-15,92,HD Sata,Armazenamento,1,2472.1,2472.1,Barcelona,Espanha,David
2023-02-15,92,HD Sata,Armazenamento,1,3552.48,3552.48,Rio de Janeiro,Brasil,Ana
2024-01-06,20,Monitor,Monitores,4,4640.88,18563.52,Los Angeles,Estados Unidos,John
2024-01-04,70,Licença Windows,Software,2,4536.55,9073.1,Porto,Portugal,Miguel
2023-06-23,95,Memória,Armazenamento,6,4425.55,26553.3,Lisboa,Portugal,Sofia
2023-06-11,10,Mouse,Periféricos,7,2244.54,15711.78,São Paulo,Brasil,Ana
2023-12-14,23,Cabo HDMI,Periféricos,6,2446.98,14681.88,Belo Horizonte,Brasil,Carlos
2023-09-28,20,Monitor,Monitores,9,3543.5,31891.5,Coimbra,Portugal,Miguel
2023-11-21,35,Computador,Computadores,2,2156.15,4312.3,Rio de Janeiro,Brasil,Carlos
2023-06-21,10,Mouse,Periféricos,4,1641.68,6566.72,Coimbra,Portugal,Sofia
2023-05-03,24,Cabo Rede,Periféricos,9,4970.57,44735.13,Los Angeles,Estados Unidos,Alice
2023-09-08,60,Cadeira,Móveis,5,2933.74,14668.7,New York,Estados Unidos,John
2023-05-12,22,Cabo Energia,Periféricos,7,3593.23,25152.61,Barcelona,Espanha,David
2023-06-08,96,Placa de Vídeo,Periféricos,9,1699.44,15294.96,Lisboa,Portugal,Miguel
2024-01-18,23,Cabo HDMI,Periféricos,8,2587.54,20700.32,Porto,Portugal,Sofia
2023-05-12,23,Cabo HDMI,Periféricos,5,308.49,1542.45,New York,Estados Unidos,John
2023-12-26,95,Memória,Armazenamento,7,3156.17,22093.19,Coimbra,Portugal,Miguel
2023-12-28,92,HD Sata,Armazenamento,4,4251.92,17007.68,New York,Estados Unidos,John
2023-03-08,92,HD Sata,Armazenamento,4,2574.86,10299.44,Los Angeles,Estados Unidos,Bob
2023-12-08,80,Licença Office 365,Software,9,3718.45,33466.05,Rio de Janeiro,Brasil,João
2023-09-20,80,Licença Office 365,Software,7,1758.39,12308.73,Madrid,Espanha,Carlos
2023-03-25,95,Memória,Armazenamento,3,4529.67,13589.01,Madrid,Espanha,David
2023-09-03,70,Licença Windows,Software,5,2999.79,14998.95,Rio de Janeiro,Brasil,João
2023-10-02,40,Nobreak,Periféricos,2,4636.87,9273.74,Belo Horizonte,Brasil,Ana
2023-08-15,10,Mouse,Periféricos,7,4032.89,28230.23,Madrid,Espanha,María
2023-08-23,40,Nobreak,Periféricos,4,4272.45,17089.8,Valencia,Espanha,David
2023-07-12,10,Mouse,Periféricos,10,2131.08,21310.8,Porto,Portugal,Miguel
2023-10-11,40,Nobreak,Periféricos,3,3772.18,11316.54,Chicago,Estados Unidos,John
2023-03-06,23,Cabo HDMI,Periféricos,2,2264.9,4529.8,Coimbra,Portugal,Sofia
2023-03-13,23,Cabo HDMI,Periféricos,1,362.24,362.24,Coimbra,Portugal,André
2023-05-27,24,Cabo Rede,Periféricos,1,416.51,416.51,Madrid,Espanha,María
2023-09-14,96,Placa de Vídeo,Periféricos,6,4485.72,26914.32,Belo Horizonte,Brasil,João
2023-07-07,11,Teclado,Periféricos,1,4240.83,4240.83,Los Angeles,Estados Unidos,Bob
2023-07-04,22,Cabo Energia,Periféricos,10,934.34,9343.4,Los Angeles,Estados Unidos,Alice
2023-07-26,92,HD Sata,Armazenamento,2,3430.53,6861.06,Lisboa,Portugal,André
2023-06-26,23,Cabo HDMI,Periféricos,7,2047.87,14335.09,Valencia,Espanha,Carlos
2023-11-25,35,Computador,Computadores,7,2450.41,17152.87,Porto,Portugal,Sofia
2023-07-19,30,Notebook,Computadores,9,1543.05,13887.45,Rio de Janeiro,Brasil,João
2023-09-19,10,Mouse,Periféricos,1,2549.23,2549.23,Los Angeles,Estados Unidos,John
2023-12-11,30,Notebook,Computadores,2,2227.35,4454.7,Barcelona,Espanha,María
2023-03-29,11,Teclado,Periféricos,6,1308.88,7853.28,Chicago,Estados Unidos,John
2023-04-09,50,Mesa,Móveis,2,3167.24,6334.48,Belo Horizonte,Brasil,Ana
2023-05-14,22,Cabo Energia,Periféricos,5,1223.49,6117.45,Coimbra,Portugal,Sofia
2023-03-27,92,HD Sata,Armazenamento,2,1359.88,2719.76,Chicago,Estados Unidos,John
2023-11-05,80,Licença Office 365,Software,9,2707.95,24371.55,Madrid,Espanha,María
2023-10-14,70,Licença Windows,Software,10,3256.73,32567.3,São Paulo,Brasil,Carlos
2023-10-11,10,Mouse,Periféricos,1,1050.45,1050.45,Los Angeles,Estados Unidos,Bob
2023-07-16,35,Computador,Computadores,7,4010.81,28075.67,Chicago,Estados Unidos,Alice
2023-08-18,24,Cabo Rede,Periféricos,2,1708.16,3416.32,Barcelona,Espanha,Carlos
2024-02-14,22,Cabo Energia,Periféricos,2,4345.78,8691.56,Barcelona,Espanha,Carlos
2024-01-14,24,Cabo Rede,Periféricos,5,2225.9,11129.5,Barcelona,Espanha,David
2024-01-31,10,Mouse,Periféricos,4,2305.4,9221.6,Madrid,Espanha,David
2023-11-18,92,HD Sata,Armazenamento,8,4713.73,37709.84,Valencia,Espanha,María
2023-04-06,92,HD Sata,Armazenamento,8,4073.27,32586.16,Chicago,Estados Unidos,Bob
2023-11-06,35,Computador,Computadores,7,4380.03,30660.21,Coimbra,Portugal,Miguel
2023-09-07,35,Computador,Computadores,1,2446.71,2446.71,Barcelona,Espanha,María
2023-06-27,35,Computador,Computadores,5,2267.85,11339.25,Rio de Janeiro,Brasil,Ana
2023-06-07,30,Notebook,Computadores,9,2924.94,26324.46,Los Angeles,Estados Unidos,John
2023-11-30,40,Nobreak,Periféricos,5,2449.02,12245.1,Belo Horizonte,Brasil,João
2023-11-19,11,Teclado,Periféricos,4,4284.73,17138.92,Porto,Portugal,André
2023-03-11,24,Cabo Rede,Periféricos,10,2430.93,24309.3,Rio de Janeiro,Brasil,Ana
2023-06-29,40,Nobreak,Periféricos,10,4100.83,41008.3,Chicago,Estados Unidos,Alice
2023-10-18,30,Notebook,Computadores,5,2857.43,14287.15,Porto,Portugal,André
2023-08-24,90,HD SSD,Armazenamento,4,4896.0,19584.0,New York,Estados Unidos,Bob
2023-07-21,96,Placa de Vídeo,Periféricos,7,357.67,2503.69,Madrid,Espanha,María
2024-02-08,20,Monitor,Monitores,4,1826.33,7305.32,Barcelona,Espanha,María
2023-11-13,11,Teclado,Periféricos,8,4153.17,33225.36,Belo Horizonte,Brasil,Carlos
2023-07-23,23,Cabo HDMI,Periféricos,3,3531.29,10593.87,Valencia,Espanha,María
2023-09-30,90,HD SSD,Armazenamento,5,3879.38,19396.9,New York,Estados Unidos,Alice
2023-05-04,10,Mouse,Periféricos,5,1689.8,8449.0,Chicago,Estados Unidos,Alice
2023-04-07,22,Cabo Energia,Periféricos,8,1067.73,8541.84,Valencia,Espanha,David
2023-03-06,24,Cabo Rede,Periféricos,10,4768.57,47685.7,Porto,Portugal,Sofia
2023-05-26,96,Placa de Vídeo,Periféricos,4,4909.02,19636.08,Madrid,Espanha,Carlos
2023-11-17,70,Licença Windows,Software,4,127.84,511.36,Coimbra,Portugal,Sofia
2023-04-15,70,Licença Windows,Software,1,3952.34,3952.34,Barcelona,Espanha,Carlos
2023-07-11,95,Memória,Armazenamento,4,4450.41,17801.64,Rio de Janeiro,Brasil,João
2023-06-24,80,Licença Office 365,Software,3,3885.24,11655.72,New York,Estados Unidos,Alice
2023-03-21,11,Teclado,Periféricos,8,4927.61,39420.88,Los Angeles,Estados Unidos,Alice
2023-11-21,22,Cabo Energia,Periféricos,7,2514.88,17604.16,Los Angeles,Estados Unidos,Bob
2024-01-09,23,Cabo HDMI,Periféricos,6,629.4,3776.4,New York,Estados Unidos,Alice
2023-10-27,35,Computador,Computadores,10,149.8,1498.0,Rio de Janeiro,Brasil,João
2023-08-17,30,Notebook,Computadores,9,625.36,5628.24,Lisboa,Portugal,André
2023-11-18,24,Cabo Rede,Periféricos,5,3382.1,16910.5,Coimbra,Portugal,Miguel
2023-03-12,70,Licença Windows,Software,10,544.24,5442.4,Valencia,Espanha,Carlos
2023-06-21,50,Mesa,Móveis,7,3595.95,25171.65,Belo Horizonte,Brasil,João
2023-09-18,40,Nobreak,Periféricos,5,3650.88,18254.4,Coimbra,Portugal,Sofia
2023-06-05,80,Licença Office 365,Software,8,824.75,6598.0,Chicago,Estados Unidos,Alice
2023-05-03,96,Placa de Vídeo,Periféricos,10,4137.8,41378.0,Chicago,Estados Unidos,Bob
2023-12-26,40,Nobreak,Periféricos,5,1686.45,8432.25,Chicago,Estados Unidos,Bob
2023-03-19,95,Memória,Armazenamento,7,700.78,4905.46,Los Angeles,Estados Unidos,John
2024-02-14,60,Cadeira,Móveis,6,1560.59,9363.54,Barcelona,Espanha,David
2023-06-29,70,Licença Windows,Software,5,3669.04,18345.2,Lisboa,Portugal,Sofia
2023-04-30,20,Monitor,Monitores,7,93.01,651.07,Rio de Janeiro,Brasil,Ana
2023-07-28,40,Nobreak,Periféricos,10,57.55,575.5,Madrid,Espanha,Carlos
2023-03-14,23,Cabo HDMI,Periféricos,1,3978.82,3978.82,Coimbra,Portugal,Miguel
2023-02-16,20,Monitor,Monitores,4,3055.96,12223.84,Rio de Janeiro,Brasil,Carlos
2023-07-17,95,Memória,Armazenamento,8,2746.9,21975.2,New York,Estados Unidos,Bob
2023-02-24,20,Monitor,Monitores,1,3183.4,3183.4,Rio de Janeiro,Brasil,João
2023-04-09,96,Placa de Vídeo,Periféricos,6,3560.51,21363.06,Rio de Janeiro,Brasil,João
2023-12-26,35,Computador,Computadores,10,151.41,1514.1,New York,Estados Unidos,Alice
2023-08-09,10,Mouse,Periféricos,1,66.74,66.74,Madrid,Espanha,María
2023-04-17,22,Cabo Energia,Periféricos,9,1874.81,16873.29,Porto,Portugal,Miguel
2023-11-04,70,Licença Windows,Software,10,599.33,5993.3,Rio de Janeiro,Brasil,João
2023-11-07,60,Cadeira,Móveis,1,1021.96,1021.96,Rio de Janeiro,Brasil,Carlos
2023-04-27,23,Cabo HDMI,Periféricos,9,2432.71,21894.39,Los Angeles,Estados Unidos,Alice
2023-06-28,90,HD SSD,Armazenamento,8,3849.58,30796.64,Rio de Janeiro,Brasil,João
2024-01-22,96,Placa de Vídeo,Periféricos,3,3449.83,10349.49,São Paulo,Brasil,Ana
2024-01-15,95,Memória,Armazenamento,9,4689.31,42203.79,New York,Estados Unidos,Alice
2024-02-04,22,Cabo Energia,Periféricos,5,3498.87,17494.35,Rio de Janeiro,Brasil,Carlos
2023-04-26,20,Monitor,Monitores,6,2922.49,17534.94,Lisboa,Portugal,Miguel
2023-10-13,24,Cabo Rede,Periféricos,7,2565.3,17957.1,Rio de Janeiro,Brasil,João
2023-10-23,90,HD SSD,Armazenamento,2,2718.48,5436.96,Coimbra,Portugal,André
2023-05-19,24,Cabo Rede,Periféricos,3,3136.07,9408.21,Madrid,Espanha,David
2023-09-09,20,Monitor,Monitores,10,1818.73,18187.3,Porto,Portugal,André
2023-03-30,30,Notebook,Computadores,9,4578.91,41210.19,Los Angeles,Estados Unidos,Alice
2023-11-24,23,Cabo HDMI,Periféricos,2,623.24,1246.48,Lisboa,Portugal,Miguel
2023-09-13,30,Notebook,Computadores,3,2924.55,8773.65,Lisboa,Portugal,Miguel
2023-10-16,22,Cabo Energia,Periféricos,6,1450.59,8703.54,São Paulo,Brasil,Carlos
2023-10-10,24,Cabo Rede,Periféricos,3,3905.84,11717.52,Madrid,Espanha,Carlos
2023-11-06,24,Cabo Rede,Periféricos,3,1086.68,3260.04,New York,Estados Unidos,John
2023-04-13,11,Teclado,Periféricos,5,205.34,1026.7,Rio de Janeiro,Brasil,João
2023-09-03,40,Nobreak,Periféricos,6,2209.31,13255.86,Rio de Janeiro,Brasil,Ana
2024-02-10,60,Cadeira,Móveis,8,3907.12,31256.96,Belo Horizonte,Brasil,Carlos
2023-03-17,20,Monitor,Monitores,8,882.43,7059.44,Lisboa,Portugal,Sofia
2023-12-13,11,Teclado,Periféricos,2,4683.11,9366.22,Coimbra,Portugal,Miguel
2023-03-13,23,Cabo HDMI,Periféricos,2,4396.25,8792.5,Valencia,Espanha,Carlos
2024-01-08,96,Placa de Vídeo,Periféricos,7,171.41,1199.87,Coimbra,Portugal,André
2023-12-04,80,Licença Office 365,Software,2,4042.4,8084.8,Coimbra,Portugal,André
2023-10-29,10,Mouse,Periféricos,7,1148.88,8042.16,Chicago,Estados Unidos,Alice
2023-03-01,95,Memória,Armazenamento,7,586.97,4108.79,Rio de Janeiro,Brasil,Carlos
2023-05-28,96,Placa de Vídeo,Periféricos,4,2818.73,11274.92,São Paulo,Brasil,Ana
2023-05-10,30,Notebook,Computadores,9,1017.14,9154.26,Rio de Janeiro,Brasil,Ana
2024-01-05,92,HD Sata,Armazenamento,5,356.09,1780.45,Barcelona,Espanha,David
2024-01-02,30,Notebook,Computadores,3,590.78,1772.34,Chicago,Estados Unidos,Alice
2023-04-19,70,Licença Windows,Software,1,3321.45,3321.45,Barcelona,Espanha,María
2023-09-08,90,HD SSD,Armazenamento,7,2765.39,19357.73,New York,Estados Unidos,Bob
2023-07-17,95,Memória,Armazenamento,4,3105.55,12422.2,Madrid,Espanha,María
2023-03-23,10,Mouse,Periféricos,3,1826.83,5480.49,Los Angeles,Estados Unidos,Alice
2024-01-20,20,Monitor,Monitores,2,3074.6,6149.2,Porto,Portugal,Miguel
2023-10-22,20,Monitor,Monitores,10,2104.21,21042.1,New York,Estados Unidos,John
2023-06-21,24,Cabo Rede,Periféricos,9,632.96,5696.64,Los Angeles,Estados Unidos,John
2023-11-19,10,Mouse,Periféricos,7,2593.84,18156.88,Rio de Janeiro,Brasil,João
2023-11-06,96,Placa de Vídeo,Periféricos,3,4726.95,14180.85,Coimbra,Portugal,Sofia
2023-11-28,92,HD Sata,Armazenamento,2,2409.9,4819.8,Chicago,Estados Unidos,Alice
2023-06-27,35,Computador,Computadores,3,2655.07,7965.21,Coimbra,Portugal,André
2023-08-19,50,Mesa,Móveis,1,2701.64,2701.64,Los Angeles,Estados Unidos,John
2023-07-21,22,Cabo Energia,Periféricos,6,3582.46,21494.76,Lisboa,Portugal,André
2023-08-04,60,Cadeira,Móveis,5,349.29,1746.45,Madrid,Espanha,David
2023-04-05,11,Teclado,Periféricos,10,4775.78,47757.8,Porto,Portugal,André
2023-09-26,20,Monitor,Monitores,8,3248.92,25991.36,Coimbra,Portugal,Sofia
2023-12-01,50,Mesa,Móveis,5,4717.42,23587.1,Los Angeles,Estados Unidos,Alice
2023-05-29,95,Memória,Armazenamento,1,4936.86,4936.86,Valencia,Espanha,David
2023-02-28,80,Licença Office 365,Software,10,4824.87,48248.7,Barcelona,Espanha,David
2023-09-26,11,Teclado,Periféricos,1,4917.1,4917.1,Valencia,Espanha,David
2023-02-25,70,Licença Windows,Software,7,1392.94,9750.58,Rio de Janeiro,Brasil,Carlos
2023-09-27,92,HD Sata,Armazenamento,8,546.79,4374.32,Valencia,Espanha,María
2023-04-03,10,Mouse,Periféricos,5,3706.17,18530.85,Belo Horizonte,Brasil,Ana
2024-01-14,96,Placa de Vídeo,Periféricos,10,3573.83,35738.3,Chicago,Estados Unidos,Bob
2023-11-11,80,Licença Office 365,Software,3,890.58,2671.74,Valencia,Espanha,David
2023-06-13,30,Notebook,Computadores,6,3908.13,23448.78,Los Angeles,Estados Unidos,Alice
2024-01-22,92,HD Sata,Armazenamento,9,4963.98,44675.82,Belo Horizonte,Brasil,Ana
2023-06-22,60,Cadeira,Móveis,7,1353.91,9477.37,Belo Horizonte,Brasil,Carlos
2023-08-22,30,Notebook,Computadores,1,3382.4,3382.4,Belo Horizonte,Brasil,Ana
2023-10-15,60,Cadeira,Móveis,10,4719.92,47199.2,Valencia,Espanha,Carlos
2023-06-30,96,Placa de Vídeo,Periféricos,5,1041.97,5209.85,Madrid,Espanha,María
2023-02-16,96,Placa de Vídeo,Periféricos,8,4747.86,37982.88,São Paulo,Brasil,Ana
2023-06-29,96,Placa de Vídeo,Periféricos,4,1474.03,5896.12,Belo Horizonte,Brasil,João
2023-08-17,11,Teclado,Periféricos,9,1995.35,17958.15,Rio de Janeiro,Brasil,Ana
2023-03-02,92,HD Sata,Armazenamento,3,225.91,677.73,Valencia,Espanha,David
2023-11-08,22,Cabo Energia,Periféricos,9,3571.08,32139.72,Coimbra,Portugal,Miguel
2023-08-23,95,Memória,Armazenamento,3,3899.11,11697.33,Belo Horizonte,Brasil,Ana
2023-08-25,70,Licença Windows,Software,10,4854.35,48543.5,Rio de Janeiro,Brasil,Carlos
2023-05-18,24,Cabo Rede,Periféricos,3,3886.59,11659.77,Belo Horizonte,Brasil,Ana
2023-09-13,24,Cabo Rede,Periféricos,10,733.91,7339.1,Chicago,Estados Unidos,Alice
2024-01-27,60,Cadeira,Móveis,7,4445.45,31118.15,Rio de Janeiro,Brasil,Ana
2023-08-27,60,Cadeira,Móveis,2,3545.2,7090.4,New York,Estados Unidos,Alice
2023-03-13,70,Licença Windows,Software,9,4216.33,37946.97,Rio de Janeiro,Brasil,Ana
2023-09-17,20,Monitor,Monitores,7,2718.24,19027.68,Porto,Portugal,Sofia
2024-02-09,20,Monitor,Monitores,9,1752.55,15772.95,Barcelona,Espanha,Carlos
2023-12-27,70,Licença Windows,Software,4,3148.54,12594.16,Coimbra,Portugal,Sofia
2024-01-17,92,HD Sata,Armazenamento,3,1823.21,5469.63,Chicago,Estados Unidos,Bob
2023-06-11,35,Computador,Computadores,5,2125.06,10625.3,Valencia,Espanha,María
2023-03-25,22,Cabo Energia,Periféricos,4,3665.34,14661.36,Belo Horizonte,Brasil,Ana
2023-05-13,24,Cabo Rede,Periféricos,5,4357.2,21786.0,Rio de Janeiro,Brasil,João
2023-06-23,22,Cabo Energia,Periféricos,5,213.57,1067.85,Porto,Portugal,Sofia
2024-01-07,10,Mouse,Periféricos,4,4904.96,19619.84,Coimbra,Portugal,Miguel
2023-08-25,50,Mesa,Móveis,10,2858.91,28589.1,Porto,Portugal,André
2023-03-10,10,Mouse,Periféricos,10,4776.15,47761.5,Valencia,Espanha,David
2023-02-22,23,Cabo HDMI,Periféricos,2,343.56,687.12,New York,Estados Unidos,John
2023-04-20,24,Cabo Rede,Periféricos,4,2041.83,8167.32,Lisboa,Portugal,André
2023-11-09,23,Cabo HDMI,Periféricos,8,3082.51,24660.08,New York,Estados Unidos,Alice
2024-01-09,70,Licença Windows,Software,10,4631.68,46316.8,Lisboa,Portugal,Miguel
2023-07-13,70,Licença Windows,Software,10,4235.9,42359.0,Lisboa,Portugal,Miguel
2023-06-28,95,Memória,Armazenamento,2,2841.86,5683.72,New York,Estados Unidos,John
2023-03-31,35,Computador,Computadores,10,4739.09,47390.9,Valencia,Espanha,Carlos
2023-06-09,35,Computador,Computadores,4,3232.37,12929.48,Chicago,Estados Unidos,Bob
2023-06-26,60,Cadeira,Móveis,7,2955.96,20691.72,Barcelona,Espanha,Carlos
2023-06-25,30,Notebook,Computadores,3,4028.89,12086.67,Rio de Janeiro,Brasil,Ana
2024-01-08,22,Cabo Energia,Periféricos,5,109.76,548.8,Valencia,Espanha,Carlos
2023-09-09,11,Teclado,Periféricos,6,718.39,4310.34,New York,Estados Unidos,John
2023-06-07,80,Licença Office 365,Software,8,2752.18,22017.44,Barcelona,Espanha,David
2023-03-24,10,Mouse,Periféricos,3,2693.36,8080.08,São Paulo,Brasil,João
2023-06-10,11,Teclado,Periféricos,4,1575.56,6302.24,New York,Estados Unidos,Alice
2023-07-17,92,HD Sata,Armazenamento,5,489.96,2449.8,Coimbra,Portugal,André
2023-04-06,40,Nobreak,Periféricos,8,2863.44,22907.52,Valencia,Espanha,Carlos
2023-02-25,60,Cadeira,Móveis,6,744.15,4464.9,São Paulo,Brasil,Carlos
2023-12-19,90,HD SSD,Armazenamento,9,2639.49,23755.41,Lisboa,Portugal,André
2023-04-25,70,Licença Windows,Software,7,4492.85,31449.95,Valencia,Espanha,David
2023-09-20,11,Teclado,Periféricos,4,1669.59,6678.36,Valencia,Espanha,María
2024-02-11,95,Memória,Armazenamento,1,2573.43,2573.43,Coimbra,Portugal,Miguel
2023-07-14,22,Cabo Energia,Periféricos,7,1274.69,8922.83,Rio de Janeiro,Brasil,Carlos
2023-07-29,80,Licença Office 365,Software,3,4424.89,13274.67,New York,Estados Unidos,Alice
2024-01-14,20,Monitor,Monitores,2,1780.92,3561.84,São Paulo,Brasil,Carlos
2023-07-24,96,Placa de Vídeo,Periféricos,4,1998.13,7992.52,Chicago,Estados Unidos,Bob
2023-02-25,50,Mesa,Móveis,7,4048.83,28341.81,Lisboa,Portugal,Sofia
2023-06-25,60,Cadeira,Móveis,8,1402.31,11218.48,Madrid,Espanha,María
2023-03-31,80,Licença Office 365,Software,9,652.04,5868.36,Barcelona,Espanha,Carlos
2023-03-14,22,Cabo Energia,Periféricos,4,1031.44,4125.76,Madrid,Espanha,David
2023-11-28,70,Licença Windows,Software,1,411.5,411.5,New York,Estados Unidos,Bob
2023-08-30,60,Cadeira,Móveis,1,2619.43,2619.43,Lisboa,Portugal,Sofia
2023-06-06,35,Computador,Computadores,3,1884.2,5652.6,New York,Estados Unidos,Bob
2023-10-08,50,Mesa,Móveis,5,2701.16,13505.8,Madrid,Espanha,María
2023-10-11,95,Memória,Armazenamento,8,2000.1,16000.8,New York,Estados Unidos,Bob
2023-07-22,90,HD SSD,Armazenamento,9,4875.42,43878.78,Chicago,Estados Unidos,John
2024-02-05,23,Cabo HDMI,Periféricos,5,1185.01,5925.05,Los Angeles,Estados Unidos,John
2023-08-10,10,Mouse,Periféricos,9,2198.6,19787.4,Coimbra,Portugal,Miguel
2023-12-01,22,Cabo Energia,Periféricos,3,3851.28,11553.84,Coimbra,Portugal,André
2024-01-10,50,Mesa,Móveis,2,4647.81,9295.62,Belo Horizonte,Brasil,João
2023-04-27,20,Monitor,Monitores,4,1778.01,7112.04,Los Angeles,Estados Unidos,Bob
2023-03-06,50,Mesa,Móveis,9,1964.07,17676.63,Los Angeles,Estados Unidos,Alice
2023-05-15,80,Licença Office 365,Software,2,3613.52,7227.04,Los Angeles,Estados Unidos,John
2024-02-02,35,Computador,Computadores,5,4835.46,24177.3,Coimbra,Portugal,Sofia
2023-12-10,22,Cabo Energia,Periféricos,1,1049.66,1049.66,Los Angeles,Estados Unidos,John
2023-12-08,60,Cadeira,Móveis,7,3007.46,21052.22,Coimbra,Portugal,André
2023-12-04,90,HD SSD,Armazenamento,3,1293.63,3880.89,New York,Estados Unidos,Bob
2023-10-12,60,Cadeira,Móveis,3,1099.96,3299.88,Belo Horizonte,Brasil,Carlos
2023-10-06,60,Cadeira,Móveis,10,3874.4,38744.0,Coimbra,Portugal,Miguel
2023-04-16,20,Monitor,Monitores,2,3597.24,7194.48,New York,Estados Unidos,Alice
2023-07-08,11,Teclado,Periféricos,1,2489.93,2489.93,Barcelona,Espanha,Carlos
2023-06-19,80,Licença Office 365,Software,2,4127.74,8255.48,Coimbra,Portugal,Miguel
2023-08-25,30,Notebook,Computadores,7,4894.15,34259.05,Madrid,Espanha,David
2024-02-06,30,Notebook,Computadores,1,951.43,951.43,Rio de Janeiro,Brasil,Carlos
2023-09-08,40,Nobreak,Periféricos,4,2916.37,11665.48,Porto,Portugal,Miguel
2023-12-29,23,Cabo HDMI,Periféricos,7,2968.98,20782.86,Belo Horizonte,Brasil,Ana
2024-02-15,70,Licença Windows,Software,7,3280.35,22962.45,Belo Horizonte,Brasil,Ana
2023-09-16,20,Monitor,Monitores,9,2550.32,22952.88,Valencia,Espanha,María
2023-10-11,95,Memória,Armazenamento,8,3134.94,25079.52,Los Angeles,Estados Unidos,Bob
2023-08-02,10,Mouse,Periféricos,1,753.75,753.75,Belo Horizonte,Brasil,João
2023-12-03,40,Nobreak,Periféricos,7,3442.0,24094.0,New York,Estados Unidos,Bob
2023-07-27,11,Teclado,Periféricos,3,4001.9,12005.7,Coimbra,Portugal,Miguel
2023-11-30,80,Licença Office 365,Software,4,2692.14,10768.56,Rio de Janeiro,Brasil,Carlos
2023-09-30,70,Licença Windows,Software,1,2229.11,2229.11,Rio de Janeiro,Brasil,Ana
2023-07-03,40,Nobreak,Periféricos,10,4928.94,49289.4,Los Angeles,Estados Unidos,Bob
2023-12-25,20,Monitor,Monitores,6,4854.58,29127.48,New York,Estados Unidos,John
2023-04-07,92,HD Sata,Armazenamento,5,2525.18,12625.9,Valencia,Espanha,María
2023-10-08,50,Mesa,Móveis,10,497.17,4971.7,Porto,Portugal,Miguel
2023-07-29,20,Monitor,Monitores,10,1423.11,14231.1,Madrid,Espanha,David
2023-05-24,70,Licença Windows,Software,3,826.18,2478.54,Los Angeles,Estados Unidos,Bob
2023-10-16,92,HD Sata,Armazenamento,7,3781.48,26470.36,Coimbra,Portugal,Miguel
2023-08-27,60,Cadeira,Móveis,5,1253.27,6266.35,Coimbra,Portugal,Miguel
2023-05-30,92,HD Sata,Armazenamento,3,3266.08,9798.24,Coimbra,Portugal,André
2024-02-01,60,Cadeira,Móveis,9,613.32,5519.88,New York,Estados Unidos,John
2023-11-10,24,Cabo Rede,Periféricos,8,1741.16,13929.28,Chicago,Estados Unidos,Bob
2023-07-26,10,Mouse,Periféricos,6,1244.75,7468.5,Valencia,Espanha,Carlos
